Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,2464.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,34.57
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,1020.56
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,648.1
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9581,592.6
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9581,71.46000000000001
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9581,49.16
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9581,15.03
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9581,11.43
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,112.20000000000002
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,549
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,40.91
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,16.59
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,73.81
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9581,20.44
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,41.82
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,398.36
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,468.15
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,578.7
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,106.55
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,41.38
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,51.86
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,28.2
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,75.98
Business services,Travel & entertainment,Airfares,International airfares,supplier_9581,25.45
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9581,517
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9581,51.26
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9581,50.86
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,107.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,432
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,6.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,6.59
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,240
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,939.23
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,90
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,74.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,442.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,2846.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,18.14
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,1234.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,32
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,5998.49
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,2672.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,614.32
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,354.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,180.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,136.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,60.1
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,305
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,0
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,60
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,14000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,38.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,5.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,12.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,35.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,104.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,338.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,242.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,-7.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,42.71
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,5.46
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,83.09
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,663.75
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,78.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,50.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,251.06
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,118.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,45.650000000000006
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,18.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,494.1
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,40.26
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,150
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,36.489999999999995
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,3350
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,4000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,704
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,321.53999999999996
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,63570.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,0
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,30.23
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,231.29999999999998
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9581,361.12
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9582,93.02
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9584,36.6
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9584,2793.3100000000004
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9584,256.6
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9584,25
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9584,6
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,4.08
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,6.36
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,96.15
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,3.16
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,241.91000000000003
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,9.87
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,4.47
Business services,Travel & entertainment,Airfares,International airfares,supplier_9584,34.77
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9584,97
